siren,nom,type,regcode,url_ptf,nb_ptf,url_datagouv,nb_datagouv,id_datagouv,id_ods,pop_insee,lat,lon,merge,depcode,orga,tags,tranche_pop,tranche_ptf,platform_clean,text,id_odf,dep_label
200052587,SMN ANJOU NUMERIQUE,AGCT,PDL-52,https://data.paysdelaloire.fr/explore/?disjunctive.diffuseur&disjunctive.gestionnaire&disjunctive.publisher&source=shared&sort=title&refine.publisher=Syndicat+Mixte+Anjou+Num%C3%A9rique,2,,,,Syndicat Mixte Anjou Numérique,,47.531,-0.5278,ptf,49,Data Pays de la Loire,Télécom,p_na,d_1_5,OpenDataSoft,"<p>L'organisation SMN ANJOU NUMERIQUE est un autre groupement de collectivité territoriale et se situe dans le département de Maine-et-Loire (49). </p><br><p>SMN ANJOU NUMERIQUE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 2 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.paysdelaloire.fr/explore/?disjunctive.diffuseur&disjunctive.gestionnaire&disjunctive.publisher&source=shared&sort=title&refine.publisher=Syndicat+Mixte+Anjou+Num%C3%A9rique'> la plateforme de SMN ANJOU NUMERIQUE</a>.</p><br>",odf_200052587,Maine-et-Loire
200033702,SMO SUD THD,AGCT,PAC-93,https://trouver.datasud.fr/organization/smo-sud-thd,42,https://www.data.gouv.fr/fr/organizations/59e60b8cc751df26bd5f4ceb/,45,59e60b8cc751df26bd5f4ceb,,,43.494413,5.342217,ptf+datagouv,13,Data Sud,Télécom,p_na,d_51_100,CKAN,"<p>L'organisation SMO SUD THD est un autre groupement de collectivité territoriale et se situe dans le département de Bouches-du-Rhône (13). </p><br><p>SMO SUD THD publie sur un portail local et sur data.gouv avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 87 jeux de données : 42 jeux de données sur sa plateforme et 45 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.datasud.fr/organization/smo-sud-thd'> la plateforme de SMO SUD THD</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/59e60b8cc751df26bd5f4ceb/'> sa page sur datagouv</a>.</p><br>",odf_200033702,Bouches-du-Rhône
200046050,SMO VAL DE LOIRE NUMERIQUE,OACT,CVL-24,https://data.valdeloirenumerique.fr/explore/?sort=explore.popularity_score,3,,,,,,47.590143,1.333835,ptf,37  41,Data Centre Val de Loire,Télécom,p_na,d_1_5,OpenDataSoft,#N/A,odf_200046050,#N/A
259102457,SMOYS,AGCT,IDF-11,,,https://www.data.gouv.fr/fr/organizations/5b0e6478c751df08a2eb86eb/,1,5b0e6478c751df08a2eb86eb,,,48.641006,2.326352,datagouv,91,DataGouv,Energie,p_na,d_1_5,DataGouv,"<p>L'organisation SMOYS est un autre groupement de collectivité territoriale et se situe dans le département de Essonne (91). </p><br><p>SMOYS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5b0e6478c751df08a2eb86eb/'> sa page sur datagouv</a>.</p><br>",odf_259102457,Essonne
256300120,SMTC AGGLOMERATION CLERMONTOISE,OACT,ARA-84,https://opendata.clermontmetropole.eu/search?source=smtc-t2c,1,https://www.data.gouv.fr/fr/organizations/5ef49ae03ca058b476bded7d/,2,5ef49ae03ca058b476bded7d,,,45.766041,3.129646,ptf,63,DataGouv,Transport,p_na,d_1_5,DataGouv,"<p>L'organisation SMTC AGGLOMERATION CLERMONTOISE est un organisme associé de collectivité territoriale et se situe dans le département de Puy-de-Dôme (63). </p><br><p>SMTC AGGLOMERATION CLERMONTOISE publie uniquement sur un portail local avec une plateforme de type DataGouv.</p><br><p>Cette organisation a publié 3 jeux de données : 1 jeu de données sur sa plateforme et 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.clermontmetropole.eu/search?source=smtc-t2c'> la plateforme de SMTC AGGLOMERATION CLERMONTOISE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5ef49ae03ca058b476bded7d/'> sa page sur datagouv</a>.</p><br>",odf_256300120,Puy-de-Dôme
200026615,SMTC DU GRAND NOUMEA,AGCT,NC,,,https://www.data.gouv.fr/fr/organizations/5e0441b78b4c41242daa4ee7/,1,5e0441b78b4c41242daa4ee7,,,-22.272871,-166.44361,datagouv,988,DataGouv,Transport,p_na,d_1_5,DataGouv,"<p>L'organisation SMTC DU GRAND NOUMEA est un autre groupement de collectivité territoriale et se situe dans le département de Nouvelle-Calédonie (988). </p><br><p>SMTC DU GRAND NOUMEA publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5e0441b78b4c41242daa4ee7/'> sa page sur datagouv</a>.</p><br>",odf_200026615,Nouvelle-Calédonie
253800825,SMTC GRENOBLE,AGCT,ARA-84,http://data.metropolegrenoble.fr/ckan/dataset?organization=smtc,22,https://www.data.gouv.fr/fr/organizations/575fc7f0c751df0e1dac31a0/,24,575fc7f0c751df0e1dac31a0,,,45.188885,5.739176,ptf+datagouv,38,Data Métropole Grenoble,Transport,p_na,d_26_50,CKAN,"<p>L'organisation SMTC GRENOBLE est un autre groupement de collectivité territoriale et se situe dans le département de Isère (38). </p><br><p>SMTC GRENOBLE publie sur un portail local et sur data.gouv avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 46 jeux de données : 22 jeux de données sur sa plateforme et 24 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://data.metropolegrenoble.fr/ckan/dataset?organization=smtc'> la plateforme de SMTC GRENOBLE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/575fc7f0c751df0e1dac31a0/'> sa page sur datagouv</a>.</p><br>",odf_253800825,Isère
200006039,SMTC OISE MOBILITE,AGCT,HDF-32,,,https://www.data.gouv.fr/fr/organizations/5e874ace3af8a02435889f1b/,1,5e874ace3af8a02435889f1b,,,49.43055,2.070515,datagouv,60,DataGouv,Transport,p_na,d_1_5,DataGouv,"<p>L'organisation SMTC OISE MOBILITE est un autre groupement de collectivité territoriale et se situe dans le département de Oise (60). </p><br><p>SMTC OISE MOBILITE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5e874ace3af8a02435889f1b/'> sa page sur datagouv</a>.</p><br>",odf_200006039,Oise
200024883,SMTC PAU BEARN MOBILITE,AGCT,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/pau-bearn-pyrenees-mobilites/,10,5d23aa818b4c416697d58dd2,,,43.295754,-0.368567,datagouv,64,DataGouv,Transport,p_na,d_6_10,DataGouv,"<p>L'organisation SMTC PAU BEARN MOBILITE est un autre groupement de collectivité territoriale et se situe dans le département de Pyrénées-Atlantiques (64). </p><br><p>SMTC PAU BEARN MOBILITE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 10 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/pau-bearn-pyrenees-mobilites/'> sa page sur datagouv</a>.</p><br>",odf_200024883,Pyrénées-Atlantiques
200046639,SMTC SIMOUV,AGCT,HDF-32,,,https://www.data.gouv.fr/fr/organizations/5d9c9b688b4c410f098b6b1c/,1,5d9c9b688b4c410f098b6b1c,,,50.3714,3.5561,datagouv,59,DataGouv,Transport,p_na,d_1_5,DataGouv,"<p>L'organisation SMTC SIMOUV est un autre groupement de collectivité territoriale et se situe dans le département de Nord (59). </p><br><p>SMTC SIMOUV publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5d9c9b688b4c410f098b6b1c/'> sa page sur datagouv</a>.</p><br>",odf_200046639,Nord
200016632,SMTC TOUT'ENBUS,AGCT,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5bfd2c5e634f411d0ced2709/,1,5bfd2c5e634f411d0ced2709,,,44.6149,4.3897,datagouv,07,DataGouv,Transport,p_na,d_1_5,DataGouv,"<p>L'organisation SMTC TOUT'ENBUS est un autre groupement de collectivité territoriale et se situe dans le département de Ardèche (07). </p><br><p>SMTC TOUT'ENBUS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5bfd2c5e634f411d0ced2709/'> sa page sur datagouv</a>.</p><br>",odf_200016632,Ardèche
200081263,SMTL FIBRE 64 PYR. ATL,AGCT,NAQ-75,https://lafibre64-data64.opendatasoft.com/explore/?sort=modified&refine.publisher=La+Fibre+64,4,,,,La Fibre 64,,43.292416,-0.37261,ptf,64,OpenData La Fibre 64,Télécom,p_na,d_1_5,OpenDataSoft,"<p>L'organisation SMTL FIBRE 64 PYR. ATL est un autre groupement de collectivité territoriale et se situe dans le département de Pyrénées-Atlantiques (64). </p><br><p>SMTL FIBRE 64 PYR. ATL publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 4 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://lafibre64-data64.opendatasoft.com/explore/?sort=modified&refine.publisher=La+Fibre+64'> la plateforme de SMTL FIBRE 64 PYR. ATL</a>.</p><br>",odf_200081263,Pyrénées-Atlantiques
520286873,SOCIETE DES TRANSPORTS URBAINS DE VIERZON,DSPT,CVL-24,,,https://www.data.gouv.fr/fr/organizations/5bcf27078b4c4127749e259d/,1,5bcf27078b4c4127749e259d,,,47.2235,2.07637,datagouv,18,DataGouv,Transport,p_na,d_1_5,DataGouv,"<p>L'organisation SOCIETE DES TRANSPORTS URBAINS DE VIERZON est un délégataire de services publics territoriaux et se situe dans le département de Cher (18). </p><br><p>SOCIETE DES TRANSPORTS URBAINS DE VIERZON publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5bcf27078b4c4127749e259d/'> sa page sur datagouv</a>.</p><br>",odf_520286873,Cher
210206959,SOISSONS,COM,HDF-32,https://data.ville-soissons.fr/explore/?disjunctive.theme&sort=explore.popularity_score&refine.publisher=Ville+de+Soissons+,33,,,,Ville de Soissons,28309,49.3809,3.32216,ptf,02,Data Soissons,,p_25_50,d_26_50,OpenDataSoft,"<p>L'organisation SOISSONS est une commune et se situe dans le département de Aisne (02). Cette commune représente une population de 28309 habitants</p><br><p>SOISSONS publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 33 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.ville-soissons.fr/explore/?disjunctive.theme&sort=explore.popularity_score&refine.publisher=Ville+de+Soissons+'> la plateforme de SOISSONS</a>.</p><br>",odf_210206959,Aisne
945551018,SOLEA,DSPT,GES-44,https://data.mulhouse-alsace.fr/explore/?refine.publisher=Sol%C3%A9a,1,,,,Soléa,,47.762868,7.336639,ptf,68,Data Mulhouse Alsace,Transport,p_na,d_1_5,OpenDataSoft,"<p>L'organisation SOLEA est un délégataire de services publics territoriaux et se situe dans le département de Haut-Rhin (68). </p><br><p>SOLEA publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 1 jeu de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.mulhouse-alsace.fr/explore/?refine.publisher=Sol%C3%A9a'> la plateforme de SOLEA</a>.</p><br>",odf_945551018,Haut-Rhin
251702320,SOLURIS,AGCT,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/58247d5888ee380f19c65bb3/,3,58247d5888ee380f19c65bb3,,,45.741535,-0.64312,datagouv,17,DataGouv,,p_na,d_1_5,DataGouv,"<p>L'organisation SOLURIS est un autre groupement de collectivité territoriale et se situe dans le département de Charente-Maritime (17). </p><br><p>SOLURIS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/58247d5888ee380f19c65bb3/'> sa page sur datagouv</a>.</p><br>",odf_251702320,Charente-Maritime
228000014,SOMME,DEP,HDF-32,,,https://www.data.gouv.fr/fr/organizations/5919a313c751df1c22411168,1,5919a313c751df1c22411168,,569662,49.903013,2.292592,datagouv,80,DataGouv,,p_500_1000,d_1_5,DataGouv,"<p>L'organisation SOMME est un département et se situe dans le département de Somme (80). Ce département représente une population de 569662 habitants</p><br><p>SOMME publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5919a313c751df1c22411168'> sa page sur datagouv</a>.</p><br>",odf_228000014,Somme
216405274,SOURAIDE,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/souraide/,1,5e7b6f13661ad9e52e80b633,,1407,43.34153,-1.475305,datagouv,64,DataGouv,Equipements,p_1_5,d_1_5,DataGouv,"<p>L'organisation SOURAIDE est une commune et se situe dans le département de Pyrénées-Atlantiques (64). Cette commune représente une population de 1407 habitants</p><br><p>SOURAIDE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/souraide/'> sa page sur datagouv</a>.</p><br>",odf_216405274,Pyrénées-Atlantiques
211603741,SOYAUX,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5b39e30a88ee38056c569d48/,2,5b39e30a88ee38056c569d48,,9295,45.640266,0.19706,datagouv,16,DataGouv,,p_5_10,d_1_5,DataGouv,"<p>L'organisation SOYAUX est une commune et se situe dans le département de Charente (16). Cette commune représente une population de 9295 habitants</p><br><p>SOYAUX publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5b39e30a88ee38056c569d48/'> sa page sur datagouv</a>.</p><br>",odf_211603741,Charente
219400710,SUCY EN BRIE,COM,IDF-11,https://sucy.data4citizen.com/portail?facet.field=[%22organization%22 %22tags%22 %22theme%22 %22features%22]&rows=10&start=0&fq=organization:(sucy),7,,,,,26264,48.7709,2.5236,ptf,94,Data Sucy en Brie,,p_25_50,d_6_10,DATA4CITIZEN,"<p>L'organisation SUCY EN BRIE est une commune et se situe dans le département de Val-de-Marne (94). Cette commune représente une population de 26264 habitants</p><br><p>SUCY EN BRIE publie uniquement sur un portail local avec une plateforme de type DATA4CITIZEN.</p><br><p>Cette organisation a publié 7 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://sucy.data4citizen.com/portail?facet.field=[%22organization%22 %22tags%22 %22theme%22 %22features%22]&rows=10&start=0&fq=organization:(sucy)'> la plateforme de SUCY EN BRIE</a>.</p><br>",odf_219400710,Val-de-Marne
231300021,SUD PROVENCE ALPES COTE D'AZUR,REG,PAC-93,https://trouver.datasud.fr/organization/region-sud,69,https://www.data.gouv.fr/fr/organizations/534fffa8a3a7292c64a780d2,68,534fffa8a3a7292c64a780d2,,5007977,43.282,5.405,ptf+datagouv,13,Data Sud,,p_1000_5000.001,d_101_250,CKAN,"<p>L'organisation SUD PROVENCE ALPES COTE D'AZUR est une région et se situe dans le département de Bouches-du-Rhône (13). Cette région représente une population de 5007977 habitants</p><br><p>SUD PROVENCE ALPES COTE D'AZUR publie sur un portail local et sur data.gouv avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 137 jeux de données : 69 jeux de données sur sa plateforme et 68 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.datasud.fr/organization/region-sud'> la plateforme de SUD PROVENCE ALPES COTE D'AZUR</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fffa8a3a7292c64a780d2'> sa page sur datagouv</a>.</p><br>",odf_231300021,Bouches-du-Rhône
219200730,SURESNES,COM,IDF-11,https://opendata.hauts-de-seine.fr/explore/?refine.publisher=Ville+de+Suresnes,22,,,,Ville de Suresnes,49113,48.870829,2.227021,ptf,92,Opendata Hauts de Seine,,p_25_50,d_11_25,OpenDataSoft,"<p>L'organisation SURESNES est une commune et se situe dans le département de Hauts-de-Seine (92). Cette commune représente une population de 49113 habitants</p><br><p>SURESNES publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 22 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.hauts-de-seine.fr/explore/?refine.publisher=Ville+de+Suresnes'> la plateforme de SURESNES</a>.</p><br>",odf_219200730,Hauts-de-Seine
213403074,SUSSARGUES,COM,OCC-76,http://data.montpellier3m.fr/datasets/commune/sussargues,21,,,,,2768,43.711625,4.001118,ptf,34,Data Montpellier3M,,p_1_5,d_11_25,CKAN,"<p>L'organisation SUSSARGUES est une commune et se situe dans le département de Hérault (34). Cette commune représente une population de 2768 habitants</p><br><p>SUSSARGUES publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 21 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://data.montpellier3m.fr/datasets/commune/sussargues'> la plateforme de SUSSARGUES</a>.</p><br>",odf_213403074,Hérault
200009884,SYBLE,AGCT,OCC-76,http://data.montpellier3m.fr/datasets/commune/syble,12,,,,,,43.716047,3.859195,ptf,34,Data Montpellier3M,Environnement,p_na,d_11_25,CKAN,"<p>L'organisation SYBLE est un autre groupement de collectivité territoriale et se situe dans le département de Hérault (34). </p><br><p>SYBLE publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 12 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://data.montpellier3m.fr/datasets/commune/syble'> la plateforme de SYBLE</a>.</p><br>",odf_200009884,Hérault
257102582,SYDESL 71 SAONE ET LOIRE,AGCT,BFC-27,,,https://www.data.gouv.fr/fr/organizations/5a4e516bc751df60325980d9/,1,5a4e516bc751df60325980d9,,,46.293152,4.823487,datagouv,71,DataGouv,Energie,p_na,d_1_5,DataGouv,"<p>L'organisation SYDESL 71 SAONE ET LOIRE est un autre groupement de collectivité territoriale et se situe dans le département de Saône-et-Loire (71). </p><br><p>SYDESL 71 SAONE ET LOIRE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5a4e516bc751df60325980d9/'> sa page sur datagouv</a>.</p><br>",odf_257102582,Saône-et-Loire
200042489,SYDEV,AGCT,PDL-52,,,https://www.data.gouv.fr/fr/organizations/54b7c236c751df406d5fa5a2/,1,54b7c236c751df406d5fa5a2,,,46.664303,-1.423451,datagouv,85,DataGouv,Energie,p_na,d_1_5,DataGouv,"<p>L'organisation SYDEV est un autre groupement de collectivité territoriale et se situe dans le département de Vendée (85). </p><br><p>SYDEV publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/54b7c236c751df406d5fa5a2/'> sa page sur datagouv</a>.</p><br>",odf_200042489,Vendée
258302744,SYMIELEC VAR,AGCT,PAC-93,https://trouver.datasud.fr/organization/symielecvar,1,https://www.data.gouv.fr/fr/organizations/5a2ada2f88ee382b0adbccf3/,1,5a2ada2f88ee382b0adbccf3,,,43.397052,6.139706,ptf+datagouv,83,Data Sud,Energie,p_na,d_1_5,CKAN,"<p>L'organisation SYMIELEC VAR est un autre groupement de collectivité territoriale et se situe dans le département de Var (83). </p><br><p>SYMIELEC VAR publie sur un portail local et sur data.gouv avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 2 jeux de données : 1 jeu de données sur sa plateforme et 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.datasud.fr/organization/symielecvar'> la plateforme de SYMIELEC VAR</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5a2ada2f88ee382b0adbccf3/'> sa page sur datagouv</a>.</p><br>",odf_258302744,Var
250700267,SYNDICAT DES EAUX DU BASSIN DE L'ARDECHE,AGCT,PAC-93,,,https://www.data.gouv.fr/fr/organizations/5ab3c78ec751df61c594d38b/,2,5ab3c78ec751df61c594d38b,,,44.543458,4.291991,datagouv,07,DataGouv,Environnement,p_na,d_1_5,DataGouv,"<p>L'organisation SYNDICAT DES EAUX DU BASSIN DE L'ARDECHE est un autre groupement de collectivité territoriale et se situe dans le département de Ardèche (07). </p><br><p>SYNDICAT DES EAUX DU BASSIN DE L'ARDECHE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5ab3c78ec751df61c594d38b/'> sa page sur datagouv</a>.</p><br>",odf_250700267,Ardèche
256401605,SYNDICAT DES MOBILITES PAYS BASQUE-ADOUR,AGCT,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5b9fe153634f415dcb10db19/,3,5b9fe153634f415dcb10db19,,,43.4939,-1.48235,datagouv,64,DataGouv,Transport,p_na,d_1_5,DataGouv,"<p>L'organisation SYNDICAT DES MOBILITES PAYS BASQUE-ADOUR est un autre groupement de collectivité territoriale et se situe dans le département de Pyrénées-Atlantiques (64). </p><br><p>SYNDICAT DES MOBILITES PAYS BASQUE-ADOUR publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5b9fe153634f415dcb10db19/'> sa page sur datagouv</a>.</p><br>",odf_256401605,Pyrénées-Atlantiques
256900994,SYTRAL,AGCT,ARA-84,https://data.grandlyon.com/recherche?responsibleParty.organisationName=SYTRAL,20,,,,,,45.761904,4.859118,ptf,69,Data Grand Lyon,Transport,p_na,d_11_25,GeoNetwork,"<p>L'organisation SYTRAL est un autre groupement de collectivité territoriale et se situe dans le département de Rhône (69). </p><br><p>SYTRAL publie uniquement sur un portail local avec une plateforme de type GeoNetwork.</p><br><p>Cette organisation a publié 20 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.grandlyon.com/recherche?responsibleParty.organisationName=SYTRAL'> la plateforme de SYTRAL</a>.</p><br>",odf_256900994,Rhône
212106173,TALANT,COM,BFC-27,https://www.databfc.fr/bfc/portail,3,https://www.data.gouv.fr/fr/organizations/5b3ddb3488ee3819894581db/,3,5b3ddb3488ee3819894581db,,11439,47.336227,5.005154,ptf+datagouv,21,Data BFC-IDéO - Portail Opendata BFC,Administratif,p_10_25,d_6_10,CKAN-CKAN,"<p>L'organisation TALANT est une commune et se situe dans le département de Côte-d'Or (21). Cette commune représente une population de 11439 habitants</p><br><p>TALANT publie sur un portail local et sur data.gouv avec une plateforme de type CKAN-CKAN.</p><br><p>Cette organisation a publié 6 jeux de données : 3 jeux de données sur sa plateforme et 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.databfc.fr/bfc/portail'> la plateforme de TALANT</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5b3ddb3488ee3819894581db/'> sa page sur datagouv</a>.</p><br>",odf_212106173,Côte-d'Or
213305220,TALENCE,COM,NAQ-75,https://opendata.bordeaux-metropole.fr/explore/?disjunctive.publisher&disjunctive.frequence&disjunctive.territoire&sort=title&refine.publisher=Ville+de+Talence,8,,,,Ville de Talence,42171,44.802614,-0.588054,ptf,33,Opendata Bordeaux Métropole,Education-Equipements-Social-Citoyenneté,p_25_50,d_6_10,OpenDataSoft,"<p>L'organisation TALENCE est une commune et se situe dans le département de Gironde (33). Cette commune représente une population de 42171 habitants</p><br><p>TALENCE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 8 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.bordeaux-metropole.fr/explore/?disjunctive.publisher&disjunctive.frequence&disjunctive.territoire&sort=title&refine.publisher=Ville+de+Talence'> la plateforme de TALENCE</a>.</p><br>",odf_213305220,Gironde
213503311,TALENSAC,COM,BRE-53,,,https://www.data.gouv.fr/fr/organizations/5b1e91b3c751df2840ab5ca5/,6,5b1e91b3c751df2840ab5ca5,,2542,48.108377,-1.926135,datagouv,35,DataGouv,Administratif-Citoyenneté-Social-Education,p_1_5,d_6_10,DataGouv,"<p>L'organisation TALENSAC est une commune et se situe dans le département de Ille-et-Vilaine (35). Cette commune représente une population de 2542 habitants</p><br><p>TALENSAC publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 6 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5b1e91b3c751df2840ab5ca5/'> sa page sur datagouv</a>.</p><br>",odf_213503311,Ille-et-Vilaine
216504407,TARBES,COM,OCC-76,https://opendata.ha-py.fr/pages/mairie-de-tarbes/,2,,,,,41518,43.232858,0.078102,ptf,65,Opendata Hautes Pyrénées,Administratif,p_25_50,d_1_5,OpenDataSoft,"<p>L'organisation TARBES est une commune et se situe dans le département de Hautes-Pyrénées (65). Cette commune représente une population de 41518 habitants</p><br><p>TARBES publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 2 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.ha-py.fr/pages/mairie-de-tarbes/'> la plateforme de TARBES</a>.</p><br>",odf_216504407,Hautes-Pyrénées
